pop,month,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
KYO,Jan,4.32536,4.176265,5.23827,3.1737375,4.954615,3.26700935,3.795332,4.077289,3.383396,5.32341,4.14444,4.468155,4.205614,2.2054445,3.6239615,3.31864285,4.0074365,4.265765,4.909605,4.355875,3.488356
KYO,Feb,6.235925,3.8676675,2.8359305,4.592632,5.33245,4.94589,5.78758,4.130715,4.796555,6.61887,3.15306765,6.071595,6.16541,5.702275,3.108267,3.9463725,4.50878,5.00612,5.859045,4.452145,3.5212045
KYO,Mar,8.87731,8.894975,6.60827,7.91871,9.709875,6.83398,8.31307,7.108725,6.974295,8.05452,8.97272,8.26697,7.816035,6.328085,7.32761,9.306155,8.39925,8.67146,9.129525,7.44753,10.065005
KYO,Apr,16.29115,13.135895,12.6467,13.77027,15.25715,14.04405,14.732015,14.44714,11.820995,12.79673,13.51429,13.56283,11.785225,12.212485,13.461295,12.56782,13.383205,14.69315,15.24845,14.22704,15.5398
KYO,May,20.00815,18.5495,19.2195,19.1625,18.17125,18.65515,19.58215,17.7083,18.2157,18.2588,18.5435,18.4641,17.35035,18.25075,17.95635,18.29775,18.9065,20.3316,19.9742,19.9855,19.1263
KYO,Jun,21.80315,22.2625,22.24145,22.71465,22.2944,22.12975,23.45425,23.93875,22.46115,22.48695,21.56395,22.93255,22.98525,23.5751,21.9359,23.3432,23.45695,22.1345,22.729,21.5686,22.7229
KYO,Jul,26.4749,25.593,27.7364,28.1765,27.8997,23.5755,28.1354,26.25685,25.86755,24.5584,28.1444,26.2496,27.2048,27.54205,27.0976,27.7523,27.01765,26.6258,27.1631,28.10445,29.0705
KYO,Aug,27.9167,27.7409,28.86925,26.88935,27.8783,27.05495,27.34705,27.9211,28.9067,28.6688,27.73035,26.7033,29.8317,28.33065,29.01915,28.9322,27.1904,27.7805,28.5752,28.10335,29.1102
KYO,Sep,24.31395,25.84765,24.3015,21.742,23.63445,24.6209,24.8802,25.0779,23.05345,25.77285,23.50155,22.98005,25.49105,24.3689,25.46325,23.8074,22.8739,22.27325,24.7529,22.9818,22.96875
KYO,Oct,19.45375,18.21765,17.96635,17.71265,17.3377,16.44395,17.55295,18.50725,18.8125,18.325,18.1463,17.63815,18.59,17.98295,17.8135,19.508,18.18675,17.44955,19.0186,17.48005,18.22975
