POP,MONTH,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NIG,Jun,23.3525,24.4654,24.6597,24.5358,24.967,25.2401,25.7432,26.4735,24.8794,24.9595,24.2663,25.4826,25.4633,25.133,24.4983,25.8914,26.0494,25.5061,25.3454,23.3206,25.5781
NIG,Jul,28.9147,28.4928,29.6977,30.8318,29.5012,25.1885,29.6268,27.5803,26.1099,25.6715,28.7814,27.1707,29.8985,30.2819,28.9129,28.0366,28.3505,28.9449,28.0504,29.2576,31.6838
NIG,Aug,27.7395,31.8465,32.3873,30.4862,30.7628,27.9765,29.5875,30.5483,31.4908,30.448,28.8822,27.9396,32.6403,30.3058,31.9334,30.2169,29.3477,29.0885,30.6525,29.3259,30.5311
NIG,Sep,26.3116,26.7874,26.8381,26.3116,25.5602,25.4677,26.6019,26.6794,25.1605,28.1387,25.644,24.5595,26.3528,27.0417,28.8527,26.3757,25.2772,24.1521,26.3438,25.2881,24.7112
NIG,Oct,20.8894,19.8,19.179,19.9214,19.2849,19.0563,18.9501,20.0997,20.2331,19.8922,20.3843,19.9721,20.1146,19.8607,20.376,20.933,19.3126,19.1871,19.5538,18.5899,20.4004
NIG,Nov,13.0891,13.5285,12.8273,13.1504,9.59471,14.3712,15.5205,12.8146,13.9322,12.8238,12.7302,13.9308,13.1193,14.0024,11.8971,12.1961,13.5103,14.2155,12.398,11.9574,14.7119
NIG,Dec,7.74383,6.68586,7.15897,6.13284,5.50355,8.26161,8.67764,3.77984,7.53793,7.53014,8.88109,7.16341,8.27278,5.64942,5.10077,6.47394,4.5188,8.70067,8.36149,5.54039,7.5709
SEN,Jan,2.4053,3.94557,5.80944,1.58847,4.96915,3.52258,3.69933,3.39156,2.50246,6.13858,3.5345,4.93777,4.95416,2.28243,2.17326,2.59083,4.19873,4.11174,4.51786,4.50106,3.31867
SEN,Feb,4.90631,4.93649,3.81157,3.73395,6.17805,4.99874,5.44992,2.88557,4.33598,6.69265,3.93078,5.92841,4.50564,5.83917,2.57588,3.02547,3.60413,4.89215,6.10717,5.6679,4.09309
SEN,Mar,9.74778,8.5217,7.68543,8.03572,11.2849,8.07558,9.06208,6.88097,8.37464,8.64129,10.1538,8.70995,7.51741,6.96242,7.4477,9.6689,8.35685,10.2226,10.7755,8.42432,11.4109
SEN,Apr,16.6217,14.9274,13.8736,16.6572,17.0243,15.4854,16.2048,15.6838,12.9437,13.6216,15.1406,15.9501,11.5888,14.6087,14.0395,14.2962,15.9117,16.7043,16.2044,16.1971,17.0939
SEN,May,21.516,20.8573,20.4969,20.1621,19.1391,20.0325,20.1576,18.3456,19.7926,20.2562,19.4665,21.4528,19.1835,20.1214,20.1934,20.1291,21.6622,23.7978,21.9514,21.8307,21.7069
SEN,Jun,21.2123,23.3276,23.8906,23.1497,22.1975,23.6676,25.0225,24.682,23.2443,24.3566,23.3522,23.7772,24.9173,24.9359,22.7635,24.1913,24.8225,24.4555,23.9753,22.9879,24.6924
SEN,Jul,25.6223,26.9734,28.6669,29.2059,27.6139,21.808,28.0703,25.2298,24.6846,24.1198,27.1335,26.6485,29.6986,29.0688,27.1666,25.9187,27.8284,29.1192,26.7753,29.2086,30.2282
SEN,Aug,26.4473,29.2095,30.0402,24.951,28.4266,25.5977,28.2682,29.0271,29.0304,29.7124,26.8984,26.5476,31.5857,28.7621,31.2571,29.8481,28.5364,27.8066,29.8987,26.3451,28.9583
SEN,Sep,25.0206,25.2857,24.9042,22.9297,23.8378,23.6821,24.7857,24.9708,23.7473,26.0166,24.3492,23.5213,24.813,25.5908,27.5395,25.3857,24.4815,23.9273,24.947,24.8683,23.6504
SEN,Oct,19.5296,18.7572,18.4116,18.5801,18.6849,18.0747,17.3599,19.1624,18.7369,19.2447,19.5193,19.1978,19.0705,19.316,19.9284,19.4035,18.8703,19.2915,19.2705,17.2769,19.8755
SEN,Nov,12.1947,13.1957,11.5822,12.7274,9.64349,13.0446,14.4494,12.8064,13.2084,12.1025,12.1689,13.3979,13.0301,13.3512,11.8259,12.5103,12.5183,13.423,11.3006,11.8392,14.0388
SEN,Dec,7.26597,6.0357,6.21351,4.58863,5.22644,7.69066,7.80885,3.61886,6.87352,6.76782,8.24177,6.93611,7.86112,5.18703,4.90504,6.48729,4.32012,7.85657,8.01967,5.60731,6.66809
